name|line
Faris|By the way, Faris and Kyouma live together, nya.
Rintaro|WHAT!?
Faris|Actually, Kyouma’s just staying over for summer break while we prepare for the RaiNet championship, nya.
Faris|So, um, we haven’t done anything naughty yet, nya...
Faris|Wait, what are you making me say, nyaaa!?
Faris|Do you remember yet, nya?
Rintaro|Faris. I have a favor to ask.
Faris|Nya? What is it, nya? I’ll do anything if it helps you remember, nya.
Rintaro|No, it’s not about my memories... it’s about Mayuri.
Faris|Mayushii? Come to think of it, you were awfully chatty with her, nya...
Rintaro|Tonight, around 8 PM... Mayuri might die.
Faris|Eh...!?
Rintaro|Can you keep an eye on her?
Faris|She might die? But... you’ve gotta be joking this time, nya?
Rintaro|I’m telling the truth.
Faris|...
Rintaro|She might die, or she might not. I’d say it’s fifty-fifty.
Rintaro|You don’t have to do anything. Just keep an eye on her, and tell me what happens.
Rintaro|Can you do that?
Faris|I don’t understand, nya...
Faris|But...
Faris|But Faris loves Kyouma. I love you a lot.
Faris|So I trust you, nya. I trust you.
Rintaro|Thank you.
Faris’ Dad|Okabe-kun.
Faris’ Dad|Is Rumiho still working?
Rintaro|No. She went out with a friend from work.
Faris’ Dad|I see. It’s not good for a high school student to be out this late.
Faris’ Dad|You need to warn her, Okabe-kun.
Rintaro|Understood.
Faris’ Dad|Sorry I have such a troublesome daughter. I hope she’s not too hard to deal with.
Faris’ Dad|I want you to know, I have great respect for you.
Rintaro|Thank you very much.
Faris’ Dad|Sorry about this, but my wife and I have to fly overseas for a business trip.
Faris’ Dad|Kuroki will be here, so just ask him if you need anything.
Faris’ Dad|Well then. We’re off.
Rintaro|Take care.
Faris|I’m home♪
Faris|That was fun!
Rintaro|Faris! Why didn’t you contact me? What happened to Mayuri?
Faris|Nothing happened to Mayushii, nyan. We sang anime songs for about two hours, and then I took her home, nya.
Faris|I was such a gentleman, nya. I think I might have raised some yuri flags, nyan. Nyahaha.
Rintaro|I see...
Faris|Kyouma? Are you going to sleep, nya?
Rintaro|Yeah, just let me... rest a bit...
Faris|Next turn. Your move, nya.
Rintaro|Gah! It’s a little early, but I guess I should use a Terminal Card and turn the tables... no, this has to be a trap...
Faris|What you do is up to you, nyan.
Rintaro|Wait. Wait! There’s no problem my mighty brain cells can’t handle...
Rintaro|Alright. After careful consideration, I use Virus Checker.
Faris|Nice try, nya. But Faris has plans and backup plans to counter you, nyan.
Rintaro|What... you say?
Faris|Now Kyouma’s server is fully exposed, nya. I use this Terminal Card to pounce on you, nyan.
Rintaro|Gh. Another loss... That’s 19 losses out of 19 matches. I’m a disgrace to mad scientists everywhere...
Faris|...
Faris|Kyouma... you really did forget RaiNet’s art of war, nya...
Faris|It didn’t feel like Kyouma lost his memories for real until now...
Faris|I didn’t think you’d be this poopy, nya...
Faris|Did Kyouma forget everything about Faris too, nya?
Rintaro|Not everything. I just... don’t have a single memory of us as a couple.
Faris|Hnnyaa...
Faris|That means you don’t love me anymore, nya...
Rintaro|...
Faris|T-then there’s only one thing to do!
Faris|I’ll make your body remember, nyan!
Rintaro|...gh!?
Rintaro|A-are you going to assault me!?
Faris|T-that’s certainly an option, nya... but this is my first time, so I want to do it gently, nyan.
Rintaro|Calm down! If it’s the first time, then the how the hell will my body remember it!?
Faris|Kyoumaaa, nyauuuun.
Faris|Papa and Mama went overseas, nya. Kuroki’s gone home too, nya.
Faris|We have this whole apartment to ourselves, nya.
Faris|What will you do, nya? Even without your memories, can you really resist me, nya?
Rintaro|I won’t be tempted, catgirl!
Faris|Kyoumaa! Kyoumakyoumakyouma!
Faris|Sniff...
Rintaro|Faris...?
Faris|You not remembering... hurts so much, nya...
Rintaro|...
Faris|The person I knew became someone I don’t know...
Faris|I can remember things we did together from before, but you have no recollection...
Faris|I can’t bring those memories back...
Faris|It hurts so much... I wish I’d lost my memories too, nya...
Rintaro|But this...
Rintaro|This is my choice.
Faris|Your choice?
Rintaro|Yeah.
Rintaro|I’m glad I have you, Faris. I want you to know that.
Rintaro|I don’t remember falling in love...
Rintaro|But I’m glad that we did.
Faris|Kyouma...
Rintaro|You’re the only person who knows me here, Faris.
Rintaro|As long as we’re together, everything will be fine.
Rintaro|I hope you’ll stay with me, even now.
Rintaro|I probably won’t get my memories back...
Rintaro|But I want to fall in love with you all over again.
Faris|Kyouma... Faris wants you... to take off her cat ears, nya.
Faris|Will you... call me Rumiho?
Rintaro|Rumiho.
Faris|Will you... kiss me?
Faris|Mm...
Faris|You’re my prince, you know?
Faris|Is it okay if I still love you?
Rintaro|Yeah.
Faris|Yay.
Announcer|Thanks for waiting, everyone! Very soon, we will start the finals and see once and for all, who is the RaiNet AccessBattlers Grand Champion!
Faris|Kyouma, are you sure you’ll be fine, nya?
Rintaro|I’ve decided. This is my home now.
Rintaro|Besides, the Viral Attackers are a troublesome opponent, win or lose.
Rintaro|I have to protect you from them.
Faris|I’m so happy, nya.
Faris|Together.
Rintaro|Yeah. Together.
Faris|Kyouma? Do you know where Faris’s phone went, nya?
Rintaro|Here’s your phone.
Faris|Nya?
Faris|Kyouma... did you see what was inside, nya?
Rintaro|...
Faris|If you did see it, then please forget about it, nya. Can’t let that cat out of the bag, nya. Or else they will awaken, nya...
Rintaro|...
Faris|Come on, Kyouma! You’re supposed to say something, nya! Like ’who the hell are they!?’ or something, nya!
Rintaro|...I’m sorry.
Faris|Kyouma’s acting weird, nya. You usually act all pompous and--nya!?
Rintaro|I’m sorry.
Faris|Kyouma? T-this is really bold of you, nya... Mayushii’s in the next room. She’ll find out, you know? Nyahaha...
Rintaro|I’m sorry...
Rintaro|They’re back...
Luka|Yes, who is... ah, Okabe-san.
Rintaro|Lukako, someone should have donated an old computer to the shrine several years ago. Can you ask your dad about it for me?
Luka|An... old computer?
Luka|Um, I’ll go call my dad.
Luka’s Father|Well, if it isn’t Hououin-kun. Thank you for taking care of my daughter.
Rintaro|If I’m not mistaken, there was an old computer donated to this shrine about ten years ago. Do you know about it?
Luka’s Father|An old computer... why, yes, I do remember that.
Rintaro|Really!?
Rintaro|Please, I need to see it!
Luka’s Father|Sure. Please wait here.
Luka|...
Rintaro|...
Rintaro|Are you afraid of me, Lukako?
Luka|Eh?
Rintaro|I understand. I mean, I uh... touched your, uh, naughty bits, I guess...
Luka|...
Luka|I’m not... afraid of you, Okabe-san...
Luka|That was really... embarrassing, though...
Rintaro|Sorry.
Luka|Okay...
Rintaro|By the way, do you know about the IBN 5100?
Luka|N-no!
Luka|I’ve... never heard of it.
Rintaro|But when I called you before, it sounded like you knew about it.
Luka|No, I...
Rintaro|So, uh... you’re not gonna wear the costume Mayuri made?
Luka|Oh... no...
Rintaro|Because it’s embarrassing?
Luka|Yes...
Luka’s Father|That’s strange...
Rintaro|Did you find it?
Luka’s Father|Well... I couldn’t find it.
Rintaro|You couldn’t find it?
Luka’s Father|I remember receiving an old computer, but it’s not in the storehouse anymore.
Rintaro|...Pardon my asking, but the PC was donated by Akiha Rumiho-san, correct?
Luka’s Father|Huh, how did you know? Do you know her by chance?
Rintaro|We’re friends.
Luka’s Father|Rumiho-chan has grown up to be a splendid young lady, hasn’t she?
Luka’s Father|It was when she was still in elementary school. She came to visit with her butler, Kuroki-san.
Luka’s Father|But why did that computer disappear? I thought someone might have stolen it, but everything else is untouched, and the lock wasn’t broken.
Luka’s Father|Luka, do you know anything about it? You’ve been cleaning the sanctuary the past few years, haven’t you?
Luka|...
Rintaro|Lukako, what’s wrong?
Luka|...I don’t know anything.
Mayuri|Tutturu♪ Welcome backarin.
Rintaro|Who is this ’Karin’?
Mayuri|Well, ’welcome back’ flows so well into ’Okarin,’ doesn’t it? When you put them together, it’s doubly delicious.
Rintaro|It’s not delicious.
Mayuri|It’s a greeting I can only use for Okarin, so why not? Ehehe!
Rintaro|Where’s Daru?
Mayuri|Hmm, probably at MayQueen?
Rintaro|MayQueen...
Rintaro|So when Faris said she had work, she meant at MayQueen...
Rintaro|What about you, Mayuri? You work there too, don’t you?
Mayuri|’Course I do! You know that, Okarin. You’re so weird!
Mayuri|Mayushii’s taking a break to prepare for ComiMa tomorrow.
Kurisu|Okabe? What are you doing? I thought we weren’t going to--
Rintaro|Whew...
Rintaro|Hello? Daru?
Itaru|Haa, ugh, gh, haah...
Rintaro|Hey, what happened!? Daru!?
Itaru|I’m sor... some guys... came out of nowhere... they took Mayu-shi...
Itaru|I think... they wanted... me...
Itaru|I... ran... but Mayu-shi...
Itaru|What do I do, Okarin!?
Rintaro|I won’t let you kill Mayuri!
Rintaro|Whew...
Kurisu|This seems serious.
Rintaro|Yes. I have a difficult problem that requires... delicacy to resolve.
Kurisu|Delicacy? That’s like the exact opposite of what anyone expects from you.
Rintaro|That’s why I want to ask a girl. Plus, you’re my assistant, so I need you to save my ass this instant.
Kurisu|Oh, you.
Kurisu|Why do you need to ask a girl anyway?
Kurisu|Urushibara-san is actually a guy? That’s totally ridiculous.
Rintaro|But it’s the truth. Was the truth.
Kurisu|So basically, umm...
Kurisu|She looked like Hashida?
Rintaro|...
Rintaro & Kurisu|Ugh.
Kurisu|Unacceptable! There’s no way such a cute girl was a guy.
Rintaro|Hey, hold your horses. I never said that Lukako looked like a guy.
Rintaro|He actually looked pretty much the same. He was always androgynous, so much you couldn’t help but think he was secreting excess female hormones or something.
Kurisu|He looked like she does now?
Kurisu|Acceptable.
Kurisu|Anyway. You want to turn her back into a guy?
Rintaro|Unless we do, Mayuri dies.
Kurisu|Mayuri’s life is tied to Urushibara-san’s gender... That’s so crazy it doesn’t seem real at all.
Kurisu|Have you come up with a solution?
Rintaro|Of course. I’ll have Lukako turn back into a guy.
Kurisu|I don’t know if she’s going to appreciate that.
Rintaro|That’s why I’m consulting you, so I can find a way to do this while hurting her the least.
Rintaro|...If only I hadn’t been so careless.
Rintaro|I shouldn’t have let so many people send D-Mails.
Kurisu|Regret won’t change anything.
Kurisu|There’s only one piece of advice I can give.
Kurisu|Don’t say anything to Urushibara-san.
Rintaro|What do you mean?
Kurisu|Based on what you’ve told me, you have the advantage this time. You already know the contents of the D-Mail.
Kurisu|So you don’t have to tell her -- him? Ex-him?
Kurisu|...You don’t have to tell Urushibara-san. Just send the cancellation D-Mail.
Rintaro|You mean pose as Lukako and send the mail to her mother myself?
Kurisu|If the worldline changes, then that will all be undone.
Kurisu|In which case, ethical concerns don’t really matter.
Rintaro|Just one problem.
Rintaro|I don’t know her mother’s pager number.
Kurisu|What!? Are you an idiot!? Why didn’t you write it down!?
Rintaro|I didn’t think I would need it!
Kurisu|What if you just ask for the pager number directly? Think up a good excuse.
Rintaro|That’s going to look suspicious...
Kurisu|What are you so scared of? That’s not the vain and arrogant Okabe I know.
Kurisu|Just make up some nonsense like you always do. I mean, you know how gullible she is, right?
Kurisu|...Wow, I hate myself for saying that. I’m a bad girl.
Rintaro|Maybe I should just tell her the truth. Sincerity will work better than underhanded tricks... I think.
Kurisu|A mad scientist, sincere? That’s a good one.
Kurisu|It’s more like you to say ’I’ll brainwash her, muhahaha!’.
Rintaro|I will shoulder Lukako’s pain. That’s my responsibility.
